"EnsemblGeneID"	"Chr"	"GeneStart"	"GeneEnd"	"Status"	"ExternalID"	"R1L1Kidney"	"R1L2Liver"	"R1L3Kidney"	"R1L4Liver"	"R1L6Liver"	"R1L7Kidney"	"R1L8Liver"	"R2L1Liver"	"R2L2Kidney"	"R2L3Liver"	"R2L4Kidney"	"R2L6Kidney"	"R2L7Liver"	"R2L8Kidney"
"ENSG00000121775"	1	32311090	32341049	"KNOWN"	"TMEM39B"	20	19	14	23	23	16	21	25	21	17	25	23	18	17
"ENSG00000209881"	1	32317267	32317536	"NOVEL"	""	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000209890"	1	32317673	32317885	"NOVEL"	""	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"ENSG00000025800"	1	32346231	32414756	"KNOWN"	"KPNA6"	329	289	330	254	262	302	282	261	347	282	316	368	237	272
"ENSG00000084652"	1	32417874	32436473	"KNOWN"	"TXLNA"	189	278	228	279	260	219	238	220	230	318	180	202	252	203
"ENSG00000160050"	1	32438789	32443578	"KNOWN"	"CCDC28B"	14	3	10	0	0	10	2	0	16	1	18	15	4	14
"ENSG00000160051"	1	32443835	32446859	"KNOWN"	"IQCC"	15	1	9	1	2	11	5	2	14	0	7	12	0	7
"ENSG00000160055"	1	32452666	32460536	"KNOWN"	"C1orf91"	26	10	24	8	8	22	12	8	16	7	30	32	8	28
"ENSG00000215898"	1	32457918	32458096	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000084623"	1	32460558	32469792	"KNOWN"	"EIF3I"	165	86	159	101	84	176	81	91	180	87	149	187	92	140
"ENSG00000183615"	1	32485405	32487046	"KNOWN"	"C1orf90"	20	7	15	2	1	19	2	5	17	6	19	25	4	16
"ENSG00000182866"	1	32489427	32524353	"KNOWN"	"LCK"	1	7	2	9	3	2	11	8	4	5	2	3	7	1
"ENSG00000116478"	1	32530295	32571811	"KNOWN"	"HDAC1"	166	112	198	116	125	186	119	116	202	136	180	206	106	182
"ENSG00000175130"	1	32572031	32574435	"KNOWN"	"MARCKSL1"	97	77	82	74	65	101	61	75	110	78	97	111	78	93
"ENSG00000162526"	1	32600385	32602495	"KNOWN"	"TSSK3"	5	14	12	10	16	16	8	14	15	17	7	13	13	5
"ENSG00000160058"	1	32603294	32632621	"KNOWN"	"BSDC1"	157	209	167	220	196	151	195	219	167	239	138	184	191	155
"ENSG00000212353"	1	32696023	32696320	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215897"	1	32708813	32774716	"KNOWN"	"ZBTB8_HUMAN"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000160062"	1	32777359	32844129	"KNOWN"	"ZBTB8"	26	21	26	20	18	26	16	15	30	20	20	33	16	19
"ENSG00000176261"	1	32838441	32888772	"KNOWN"	"ZBTB8OS"	31	27	30	29	26	36	17	13	43	28	19	32	19	17
"ENSG00000200591"	1	32878139	32878238	"NOVEL"	""	1	0	0	0	3	1	0	0	0	0	0	2	1	0
"ENSG00000162521"	1	32889411	32918845	"KNOWN"	"RBBP4"	63	49	66	36	36	60	31	34	73	37	60	66	28	61
"ENSG00000209921"	1	32902347	32902437	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000162520"	1	32918565	32933464	"KNOWN"	"SYNC1"	51	21	46	21	19	39	20	20	44	27	42	52	12	32
"ENSG00000162522"	1	32980099	33013158	"KNOWN"	"KIAA1522"	302	64	328	66	54	268	78	80	334	76	389	362	73	310
"ENSG00000134684"	1	33013428	33056341	"KNOWN"	"YARS"	121	146	125	134	127	102	120	96	140	162	115	133	119	115
"ENSG00000203311"	1	33032936	33033182	"NOVEL"	""	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"ENSG00000116497"	1	33055630	33228800	"KNOWN"	"S100PBP"	23	14	25	7	10	21	13	8	11	11	18	19	6	13
"ENSG00000160097"	1	33100456	33108938	"KNOWN"	"FNDC5"	11	17	20	11	10	11	16	14	12	11	22	16	20	18
"ENSG00000121905"	1	33124685	33132833	"KNOWN"	"HPCA"	4	0	2	2	2	3	2	0	3	2	2	2	0	2
"ENSG00000121900"	1	33132781	33149272	"KNOWN"	"TMEM54"	20	6	20	7	6	12	10	10	28	7	28	24	8	24
"ENSG00000116514"	1	33174634	33202873	"KNOWN"	"RNF19B"	68	21	47	18	14	47	13	8	62	21	42	52	13	53
"ENSG00000004455"	1	33246173	33275079	"KNOWN"	"AK2"	52	20	65	16	24	54	19	17	83	23	54	68	23	67
"ENSG00000209931"	1	33267420	33267764	"NOVEL"	""	3	5	2	7	5	4	4	5	3	10	2	2	3	2
"ENSG00000142920"	1	33319301	33358709	"KNOWN"	"ADC"	6	1	2	1	3	3	0	0	10	2	10	6	1	4
"ENSG00000116525"	1	33383591	33420229	"KNOWN"	"TRIM62"	4	7	11	2	3	4	3	0	10	1	6	11	7	6
"ENSG00000212672"	1	33401039	33404486	"KNOWN"	"Q6ZV37_HUMAN"	5	0	6	5	2	3	4	3	1	4	5	7	5	2
"ENSG00000160094"	1	33508763	33538907	"KNOWN"	"ZNF362"	82	41	94	40	42	90	41	44	79	36	66	92	36	79
"ENSG00000184389"	1	33544954	33551077	"KNOWN"	"A3GALT2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000134686"	1	33561811	33613781	"KNOWN"	"PHC2"	296	252	321	254	203	278	205	222	313	266	301	308	231	268
"ENSG00000121903"	1	33710833	33734582	"KNOWN"	"ZSCAN20"	9	0	9	1	2	11	4	3	14	1	10	12	2	8
"ENSG00000121904"	1	33752196	34404030	"KNOWN"	"CSMD2"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000176256"	1	34098663	34102978	"KNOWN"	"HMGB4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000201148"	1	34351137	34351251	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000142698"	1	34405071	34457319	"KNOWN"	"C1orf94"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207941"	1	34907787	34907882	"KNOWN"	"hsa-mir-552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000189280"	1	34993235	34996700	"KNOWN"	"GJB5"	0	1	0	1	2	0	1	0	0	0	0	0	0	1
"ENSG00000189433"	1	34997929	35001912	"KNOWN"	"GJB4"	0	1	0	1	1	0	0	0	0	0	0	0	2	0
"ENSG00000216162"	1	35016749	35016832	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000188910"	1	35019377	35025436	"KNOWN"	"GJB3"	0	3	0	2	3	0	2	2	0	1	0	0	5	1
"ENSG00000187513"	1	35031186	35033931	"KNOWN"	"GJA4"	25	12	32	20	14	29	13	25	44	28	36	39	24	45
"ENSG00000163866"	1	35091719	35097934	"KNOWN"	"C1orf212"	96	140	95	146	144	92	128	134	88	156	95	102	129	100
"ENSG00000116544"	1	35103624	35167773	"KNOWN"	"DLGAP3"	2	0	1	0	0	0	1	0	4	1	1	3	0	4
"ENSG00000204105"	1	35213888	35216894	"KNOWN"	"Q7L0L9_HUMAN"	8	10	8	5	8	8	5	9	14	11	5	7	7	8
"ENSG00000163867"	1	35219765	35270156	"KNOWN"	"ZMYM6"	36	7	40	13	15	38	14	10	41	10	19	24	11	17
"ENSG00000197056"	1	35317559	35354047	"KNOWN"	"ZMYM1"	28	26	40	18	19	27	13	14	28	23	24	28	17	24
"ENSG00000116560"	1	35421790	35431322	"KNOWN"	"SFPQ"	390	227	427	200	199	367	193	139	442	212	339	456	164	284
"ENSG00000201868"	1	35434157	35434248	"NOVEL"	""	2	0	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000146463"	1	35507155	35660131	"KNOWN"	"ZMYM4"	161	75	185	98	73	154	78	44	161	70	132	169	68	122
"ENSG00000209961"	1	35530384	35530686	"NOVEL"	""	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000201542"	1	35548462	35548613	"NOVEL"	""	0	1	0	0	0	1	0	0	0	1	0	0	2	0
"ENSG00000202129"	1	35666005	35666081	"NOVEL"	""	1	0	0	0	0	0	0	1	1	0	1	0	0	0
"ENSG00000142687"	1	35671679	35795591	"KNOWN"	"KIAA0319L"	312	181	284	193	176	274	164	182	310	192	230	292	192	266
"ENSG00000020129"	1	35795661	35804963	"KNOWN"	"NCDN"	56	16	51	10	15	31	19	27	57	19	63	44	22	57
"ENSG00000126067"	1	35808000	35879730	"KNOWN"	"PSMB2"	77	50	71	44	48	66	44	48	59	45	72	74	39	56
"ENSG00000116819"	1	35811558	35833512	"KNOWN"	"TFAP2E"	0	5	4	0	4	2	1	2	2	1	2	1	2	2
"ENSG00000142686"	1	35952064	35957377	"KNOWN"	"C1orf216"	23	23	21	20	29	23	14	15	13	17	21	29	27	26
"ENSG00000092853"	1	35958406	36008155	"KNOWN"	"CLSPN"	5	0	5	0	3	5	0	1	7	0	5	7	2	4
"ENSG00000134698"	1	36046415	36095007	"KNOWN"	"EIF2C4"	62	60	78	64	52	71	66	65	90	79	54	87	60	63
"ENSG00000092847"	1	36107996	36162486	"KNOWN"	"EIF2C1"	64	40	68	44	46	70	42	34	72	45	62	77	40	48
"ENSG00000126070"	1	36168906	36294649	"KNOWN"	"EIF2C3"	21	26	24	27	22	18	25	22	30	20	20	32	16	22
"ENSG00000092850"	1	36322263	36326462	"KNOWN"	"TEKT2"	4	1	2	1	0	2	2	0	6	1	3	1	1	3
"ENSG00000116863"	1	36327063	36332119	"KNOWN"	"ADPRHL2"	40	24	34	29	28	30	26	31	48	33	40	42	45	47
"ENSG00000171812"	1	36333424	36363408	"KNOWN"	"COL8A2"	5	1	3	1	4	6	5	1	8	7	4	8	1	4
"ENSG00000054116"	1	36374762	36387685	"KNOWN"	"TRAPPC3"	84	32	88	40	34	77	32	28	70	42	63	82	36	68
"ENSG00000116871"	1	36394153	36419037	"KNOWN"	"MAP7D1"	112	40	106	29	27	78	24	35	118	26	109	110	40	122
"ENSG00000054118"	1	36462626	36542744	"KNOWN"	"THRAP3"	270	137	270	171	163	232	159	119	317	186	251	298	140	210
"ENSG00000215896"	1	36544785	36546358	"KNOWN"	"Q5VTK7_HUMAN"	4	0	7	0	0	15	0	1	6	2	10	9	0	9
"ENSG00000214193"	1	36545305	36563074	"KNOWN"	"C1orf113"	92	2	72	4	7	62	1	3	84	2	92	98	1	87
"ENSG00000142694"	1	36560219	36562342	"KNOWN"	"C1orf78"	46	3	50	5	6	26	7	7	36	9	50	57	4	48
"ENSG00000116883"	1	36561922	36567405	"KNOWN"	"Q6XCG6_HUMAN"	46	6	58	2	5	52	3	4	56	7	45	64	7	36
"ENSG00000196182"	1	36577812	36624084	"KNOWN"	"STK40"	139	156	146	142	141	174	145	136	172	134	167	178	124	167
"ENSG00000181817"	1	36631618	36636080	"KNOWN"	"LSM10"	49	27	46	23	33	47	27	37	57	31	50	66	38	57
"ENSG00000116885"	1	36656094	36688639	"KNOWN"	"C1orf102"	19	6	32	5	1	16	3	4	30	8	24	28	5	17
"ENSG00000201448"	1	36656638	36656766	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000116898"	1	36693942	36702550	"KNOWN"	"MRPS15"	110	72	110	62	76	121	77	60	130	79	97	142	79	95
"ENSG00000119535"	1	36704231	36721466	"KNOWN"	"CSF3R"	16	17	16	16	19	19	22	21	23	23	21	17	29	22
"ENSG00000163873"	1	37039201	37272431	"KNOWN"	"GRIK3"	0	0	1	0	1	1	0	0	1	1	0	0	3	0
"ENSG00000207328"	1	37441798	37441904	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000210044"	1	37502886	37502974	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000163874"	1	37712740	37722563	"KNOWN"	"ZC3H12A"	32	10	36	16	10	42	10	10	33	14	34	42	14	40
"ENSG00000163875"	1	37724502	37752962	"KNOWN"	"C1orf149"	68	43	89	42	31	69	32	36	74	40	57	76	27	58
"ENSG00000188904"	1	37727905	37728116	"NOVEL"	""	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000163877"	1	37774732	37792490	"KNOWN"	"SNIP1"	40	39	24	31	28	29	36	22	26	37	24	34	26	18
"ENSG00000163879"	1	37795107	37805044	"KNOWN"	"DNALI1"	70	20	77	22	17	68	20	8	69	14	70	72	13	61
"ENSG00000134697"	1	37805017	37834109	"KNOWN"	"GNL2"	55	52	62	54	57	74	48	50	70	57	50	68	54	49
"ENSG00000169218"	1	37849538	37873182	"KNOWN"	"RSPO1"	38	28	30	20	30	44	37	7	14	12	14	13	9	6
"ENSG00000116922"	1	37919837	37928779	"KNOWN"	"C1orf109"	21	11	24	9	10	28	11	6	31	12	25	39	7	28
"ENSG00000134690"	1	37930677	37947978	"KNOWN"	"CDCA8"	2	2	3	1	1	2	1	0	3	0	4	3	2	3
"ENSG00000183317"	1	37952148	38003411	"KNOWN"	"EPHA10"	0	0	0	1	0	0	0	0	0	1	0	0	0	0
"ENSG00000200421"	1	37976216	37976313	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000210067"	1	37988461	37988559	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000214141"	1	38014929	38017681	"NOVEL"	""	3	2	4	1	1	1	1	0	2	0	2	5	2	5
"ENSG00000204087"	1	38020878	38021144	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000185090"	1	38032142	38045938	"KNOWN"	"MANEAL"	9	1	6	3	1	7	1	6	6	9	6	5	8	10
"ENSG00000196449"	1	38041201	38046452	"KNOWN"	"YRDC"	46	25	41	21	27	25	22	27	37	17	43	32	23	31
"ENSG00000197982"	1	38045238	38047713	"KNOWN"	"C1orf122"	94	110	72	83	85	75	80	104	102	98	116	101	106	108
"ENSG00000188786"	1	38047827	38097879	"KNOWN"	"MTF1"	79	47	104	50	48	89	43	32	73	51	83	91	39	75
"ENSG00000204084"	1	38098956	38185316	"KNOWN"	"INPP5B"	67	68	66	48	64	52	53	54	71	51	61	72	47	64
"ENSG00000199254"	1	38123282	38123388	"NOVEL"	""	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"ENSG00000212619"	1	38191767	38192034	"NOVEL"	""	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000183431"	1	38195786	38229180	"KNOWN"	"SF3A3"	80	44	80	37	30	71	33	38	89	44	54	93	23	76
"ENSG00000212541"	1	38229721	38229827	"NOVEL"	""	0	0	1	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000183386"	1	38235025	38243830	"KNOWN"	"FHL3"	12	8	10	7	7	5	3	9	6	9	10	9	12	9
"ENSG00000183520"	1	38251001	38262081	"KNOWN"	"UTP11L"	26	19	33	14	23	34	15	19	35	18	20	40	13	23
"ENSG00000185668"	1	38282086	38285053	"KNOWN"	"POU3F1"	1	2	1	0	0	0	1	0	1	2	0	0	0	2
"ENSG00000200796"	1	38634918	38635024	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000215895"	1	38947186	38949151	"NOVEL"	""	5	3	6	2	3	5	3	0	8	3	7	7	1	7
"ENSG00000116954"	1	39077608	39097927	"KNOWN"	"RRAGC"	54	16	53	22	12	59	15	16	63	22	47	65	14	41
"ENSG00000214114"	1	39101221	39111637	"KNOWN"	"MYCBP"	83	21	83	35	25	77	18	29	72	29	49	78	21	56
"ENSG00000131233"	1	39102778	39119856	"KNOWN"	"GJA10"	16	1	16	6	6	12	2	6	13	4	16	14	4	14
"ENSG00000215894"	1	39124065	39138479	"KNOWN"	"Q6ZWE0_HUMAN"	6	1	3	1	1	4	0	0	1	2	5	2	1	3
"ENSG00000158315"	1	39124066	39180043	"KNOWN"	"RHBDL2"	0	3	6	4	2	6	2	0	3	2	8	4	1	3
"ENSG00000199963"	1	39165129	39165236	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207466"	1	39189086	39189184	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000174574"	1	39229504	39257279	"KNOWN"	"C1orf108"	146	47	165	66	68	136	72	44	162	71	106	157	54	129
"ENSG00000168653"	1	39264577	39272895	"KNOWN"	"NDUFS5"	236	78	221	81	91	210	70	77	231	82	211	252	85	191
"ENSG00000127603"	1	39322426	39725376	"KNOWN"	"MACF1"	1053	406	1105	444	400	1057	423	335	1114	411	915	1187	370	905
"ENSG00000206654"	1	39359199	39359302	"NOVEL"	""	1	0	0	0	0	2	0	0	0	0	0	1	0	0
"ENSG00000210142"	1	39392466	39392555	"NOVEL"	""	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000183682"	1	39729905	39768128	"KNOWN"	"BMP8A"	52	13	45	7	13	35	9	9	58	10	39	54	10	37
"ENSG00000210147"	1	39742782	39742854	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000182109"	1	39760545	39763944	"KNOWN"	"Q8N214_HUMAN"	13	5	6	13	7	11	6	8	13	11	8	9	10	11
"ENSG00000090621"	1	39799075	39815049	"KNOWN"	"PABPC4"	202	194	227	198	154	172	168	149	228	195	194	224	190	158
"ENSG00000201457"	1	39805633	39805767	"KNOWN"	"SNORA55"	3	0	2	1	0	4	1	0	2	0	1	2	0	2
"ENSG00000163909"	1	39861691	39877935	"KNOWN"	"HEYL"	32	23	45	18	25	30	21	23	36	20	32	41	24	46
"ENSG00000116981"	1	39897380	39910297	"KNOWN"	"NT5C1A"	1	1	1	1	0	3	0	1	1	0	6	1	0	1
"ENSG00000116983"	1	39917249	39929676	"KNOWN"	"HPCAL4"	28	0	51	2	0	38	3	1	47	0	33	37	1	31
"ENSG00000212671"	1	39956287	39956415	"NOVEL"	""	1	1	5	1	2	2	1	0	3	0	1	0	3	4
"ENSG00000200276"	1	39961825	39961874	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000084072"	1	39977117	40002173	"KNOWN"	"PPIE"	39	13	50	20	16	39	12	17	29	12	32	38	15	44
"ENSG00000116985"	1	39996490	40027120	"KNOWN"	"BMP8B"	2	0	2	2	2	1	0	0	2	2	1	4	2	2
"ENSG00000198754"	1	40007782	40009607	"KNOWN"	"OXCT2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000043514"	1	40079295	40121765	"KNOWN"	"TRIT1"	37	20	56	27	33	37	28	27	44	37	33	50	21	45
"ENSG00000202222"	1	40119827	40119937	"NOVEL"	""	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000116990"	1	40133685	40140274	"KNOWN"	"MYCL1"	5	15	5	16	28	2	11	12	5	22	2	6	12	4
"ENSG00000207356"	1	40183151	40183257	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168389"	1	40193397	40208214	"KNOWN"	"MFSD2"	4	187	12	194	211	11	171	177	5	208	10	13	180	4
"ENSG00000131236"	1	40278492	40310908	"KNOWN"	"CAP1"	332	158	326	150	147	298	127	123	344	142	323	388	125	300
"ENSG00000131238"	1	40310972	40335555	"KNOWN"	"PPT1"	357	56	370	76	59	354	69	60	378	70	276	402	54	272
"ENSG00000117000"	1	40399648	40479178	"KNOWN"	"RLF"	53	49	50	40	63	68	62	39	48	51	43	53	41	36
"ENSG00000207508"	1	40416102	40416208	"NOVEL"	""	0	0	2	0	0	0	0	0	1	0	0	0	0	0
"ENSG00000200414"	1	40472003	40472111	"NOVEL"	""	0	2	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000188800"	1	40486160	40489950	"KNOWN"	"TMCO2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000084073"	1	40496320	40532443	"KNOWN"	"ZMPSTE24"	197	113	241	150	141	215	132	106	252	116	181	242	107	172
"ENSG00000049089"	1	40538750	40556075	"KNOWN"	"COL9A2"	27	4	39	4	5	45	0	5	44	5	46	42	1	43
"ENSG00000084070"	1	40612315	40661585	"KNOWN"	"SMAP1L"	68	164	78	123	160	64	148	158	71	160	66	84	126	62
"ENSG00000187801"	1	40688366	40701975	"KNOWN"	"ZNF643"	0	1	1	5	4	4	1	1	4	0	0	3	1	0
"ENSG00000187815"	1	40715474	40734602	"KNOWN"	"ZNF642"	14	4	8	11	6	8	15	3	18	12	11	11	8	10
"ENSG00000164002"	1	40747000	40754799	"KNOWN"	"C1orf176"	12	10	10	9	6	16	15	7	25	6	11	12	4	11
"ENSG00000117010"	1	40769820	40786423	"KNOWN"	"ZNF684"	3	7	7	3	2	1	0	2	6	2	4	4	3	4
"ENSG00000210232"	1	40845059	40845226	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000117016"	1	40858939	40903915	"KNOWN"	"RIMS3"	13	2	8	3	4	10	4	4	6	3	6	12	5	10
"ENSG00000181295"	1	40929882	40930268	"KNOWN"	"Q8N9K3_HUMAN"	1	1	2	0	0	1	0	2	3	1	4	3	2	4
"ENSG00000066136"	1	40929952	41009864	"KNOWN"	"NFYC"	88	64	86	63	46	90	42	49	116	71	72	96	54	91
"ENSG00000198974"	1	40992614	40992705	"KNOWN"	"hsa-mir-30e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000207962"	1	40995543	40995631	"KNOWN"	"hsa-mir-30c-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000117013"	1	41022271	41076947	"KNOWN"	"KCNQ4"	0	0	0	0	0	1	0	0	2	0	3	2	0	2
"ENSG00000202416"	1	41043102	41043398	"NOVEL"	""	1	0	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000179862"	1	41099310	41100625	"KNOWN"	"CITED4"	19	41	19	46	52	14	61	77	29	72	24	21	75	23
"ENSG00000171793"	1	41217951	41250813	"KNOWN"	"CTPS"	38	116	30	108	95	29	110	79	36	110	30	28	78	36
"ENSG00000171790"	1	41253856	41261496	"KNOWN"	"SLFNL1"	2	15	4	3	7	2	9	9	1	11	0	0	12	3
"ENSG00000010803"	1	41265461	41480375	"KNOWN"	"SCMH1"	88	49	90	47	56	112	41	57	123	58	99	101	43	85
"ENSG00000215893"	1	41336897	41337392	"NOVEL"	""	0	0	0	0	0	0	0	1	0	2	0	0	1	0
"ENSG00000203293"	1	41404798	41405308	"NOVEL"	""	4	4	4	7	8	5	8	5	4	7	3	4	10	5
"ENSG00000213987"	1	41502880	41503121	"NOVEL"	""	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"ENSG00000204060"	1	41600181	41621849	"NOVEL"	""	2	0	2	0	0	0	0	2	0	0	2	2	0	2
"ENSG00000210279"	1	41705195	41705285	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000127129"	1	41717036	41722884	"KNOWN"	"EDN2"	2	0	3	0	1	1	0	0	5	1	6	5	1	9
"ENSG00000127124"	1	41744623	42156965	"KNOWN"	"HIVEP3"	6	5	7	8	12	11	8	5	15	7	13	17	9	10
"ENSG00000044012"	1	42391679	42394082	"KNOWN"	"GUCA2B"	0	3	0	2	0	0	2	0	0	3	0	0	2	0
"ENSG00000197273"	1	42400949	42402982	"KNOWN"	"GUCA2A"	0	1	0	0	0	0	0	2	0	0	1	0	1	0
"ENSG00000198815"	1	42414797	42574135	"KNOWN"	"FOXJ3"	139	111	125	112	82	148	107	70	122	116	121	160	78	102
"ENSG00000210281"	1	42551886	42552058	"NOVEL"	""	0	0	0	0	0	2	0	0	0	0	0	1	0	0
"ENSG00000177181"	1	42619064	42653417	"KNOWN"	"FAM80A"	6	0	3	0	0	4	0	0	10	0	3	4	0	5
"ENSG00000066185"	1	42668675	42694525	"KNOWN"	"ZMYND12"	23	9	22	7	15	21	16	12	15	10	17	30	13	27
"ENSG00000127125"	1	42694375	42698707	"KNOWN"	"PPCS"	151	78	171	78	86	165	81	60	153	76	137	182	50	126
"ENSG00000186409"	1	42701612	42892444	"KNOWN"	"NP_001074319.1"	53	3	61	3	3	52	5	2	47	9	45	58	5	50
"ENSG00000200254"	1	42807291	42807397	"NOVEL"	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000171960"	1	42896635	42915015	"KNOWN"	"PPIH"	19	8	9	5	1	10	4	2	13	4	10	13	5	10
"ENSG00000065978"	1	42920659	42940660	"KNOWN"	"YBX1"	113	42	124	43	40	103	40	37	120	39	103	126	37	95
"ENSG00000164007"	1	42971351	42978512	"KNOWN"	"CLDN19"	67	0	71	0	0	50	2	0	84	0	64	67	0	56
"ENSG00000117385"	1	42984633	43005313	"KNOWN"	"LEPRE1"	19	27	24	23	20	28	25	34	32	28	30	26	24	23
"ENSG00000210306"	1	42988051	42988230	"NOVEL"	""	3	0	3	0	0	1	0	0	1	1	3	4	0	1
"ENSG00000164008"	1	43005527	43013997	"KNOWN"	"C1orf50"	27	15	26	20	18	26	10	20	23	16	28	33	16	30
"ENSG00000177868"	1	43045310	43055510	"KNOWN"	"CCDC23"	31	25	24	19	16	28	13	9	22	22	17	21	11	16
"ENSG00000164010"	1	43055363	43083247	"KNOWN"	"ERMAP"	54	71	66	56	74	45	59	48	59	74	49	60	55	52
"ENSG00000164011"	1	43084867	43090735	"KNOWN"	"ZNF691"	44	46	32	56	42	28	48	52	37	54	28	26	55	29
"ENSG00000117394"	1	43164115	43197117	"KNOWN"	"SLC2A1"	117	13	95	13	11	113	10	10	101	14	112	128	14	103
"ENSG00000207256"	1	43229696	43229802	"NOVEL"	""	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000186973"	1	43386204	43394571	"NOVEL"	""	0	0	0	0	0	1	0	0	1	0	0	0	0	1
"ENSG00000117395"	1	43402440	43410518	"KNOWN"	"EBNA1BP2"	106	117	112	138	119	102	130	100	117	121	96	109	116	103
"ENSG00000164012"	1	43410613	43449136	"KNOWN"	"WDR65"	8	43	13	42	41	10	51	32	8	54	8	17	35	14
"ENSG00000199240"	1	43434675	43434794	"NOVEL"	""	0	2	0	0	2	0	0	0	0	1	1	1	1	0
"ENSG00000204057"	1	43465366	43492616	"NOVEL"	""	2	0	0	0	2	1	0	0	0	0	0	2	0	2
"ENSG00000176591"	1	43479774	43480322	"KNOWN"	"Q8N8V3_HUMAN"	1	0	0	3	2	0	1	0	1	1	1	3	3	0
"ENSG00000179178"	1	43508994	43512259	"KNOWN"	"TMEM125"	25	2	28	4	1	18	1	3	34	2	30	28	0	34
"ENSG00000184157"	1	43520149	43523826	"KNOWN"	"C1orf210"	42	2	41	0	3	35	2	1	55	4	37	46	2	52
"ENSG00000066056"	1	43539251	43561366	"KNOWN"	"TIE1"	64	18	53	13	12	53	22	14	62	32	50	64	19	65
"ENSG00000117400"	1	43576062	43592722	"KNOWN"	"MPL"	0	0	3	0	0	1	0	0	0	0	1	0	0	0
"ENSG00000117399"	1	43597213	43601461	"KNOWN"	"CDC20"	1	0	0	1	0	3	0	0	2	0	3	1	1	1
"ENSG00000066322"	1	43601428	43606263	"KNOWN"	"ELOVL1"	134	42	115	59	56	135	52	61	127	82	136	145	58	123
"ENSG00000159479"	1	43622175	43628070	"KNOWN"	"MED8"	47	56	61	58	48	56	52	45	63	74	65	51	38	57
"ENSG00000198198"	1	43628143	43690908	"KNOWN"	"KIAA0467"	53	30	47	42	45	53	39	43	78	55	49	66	52	63
"ENSG00000178922"	1	43689412	43692505	"KNOWN"	"HYI"	46	49	61	47	61	45	41	64	71	51	42	58	56	58
